company_name,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,total_articles,num_employees,use_cases,status,industry
ENTEGRIS,1149.0,1294.0,2124.0,476.0,519.0,721.0,1966.0,2000.0,"Entegris, Inc.",1.165889,1.379494,1.713781,3.218,2.098373,2.465277,2.650808,8.850928,1.350197,1.538202,1.478115,6.920857,1.591066,1.859313,2.298893,3.282033,-0.38584,-0.243326,-0.298118,-4.945709,1.89,2.19,3.02,,2.516086,2.917696,3.191896,10.138857,0.25486,0.294969,0.409126,0.20892,USD,,10000.0,,FALSE,Technology&Electronics
VICI PROPERTIES,1143.0,1253.0,1319.0,475.0,502.0,494.0,2017.0,2018.0,VICI Properties Inc.,8.048989,9.493745,12.187174,22.290113,12.756746,16.181371,16.802791,35.673312,5.21663,7.569868,5.410199,15.285713,0.894798,1.225574,1.509568,2.600697,-1.361379,-4.548759,0.041449,-9.304014,1.25,1.76,1.8,1.27,13.265619,17.063613,17.597373,37.575826,0.545964,0.891674,1.013851,1.117635,USD,,23.0,,FALSE,Estate
MENARDS,1139.0,,,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,,FALSE,Retail&ECommerce
UDR,1139.0,1310.0,1149.0,473.0,575.0,447.0,1972.0,,"UDR, Inc.",4.407979,4.114885,4.773746,4.938145,8.066066,8.210748,8.855661,9.585388,5.228493,5.522648,6.001474,6.100325,1.152193,1.241165,1.290767,1.517386,-1.686687,-0.460842,-1.272253,-0.929528,0.63,0.2,0.49,,9.636472,9.637533,10.77522,11.03847,0.184965,0.064266,0.150016,0.086924,USD,,1317.0,,FALSE,Estate
LIBERTY SIRIUSXM GROUP,1128.0,1173.0,1023.0,468.0,425.0,402.0,2010.0,,The Liberty SiriusXM Group,16.306,12.755,11.601,11.897,19.922,20.775,20.114,20.359,15.115,19.326,20.073,18.582,7.794,8.04,8.696,9.003,0.384,-0.734,-0.064,-0.493,1.5,-2.24,1.79,3.94,31.421,32.081,31.674,30.479,0.494,-0.747,0.599,1.292,USD,0.0,83.0,,FALSE,Communication&Entertainment
DISH NETWORK CORPORATION,1130.0,950.0,863.0,470.0,411.0,348.0,1996.0,1995.0,DISH Network Corporation,12.116147,14.131293,15.923113,18.40864,24.53275,27.396563,34.881877,37.744472,21.114788,24.108654,32.078612,34.197922,12.807684,15.493435,17.881106,16.679407,-0.717836,-3.861572,-4.410413,-8.787039,2.92,3.36,4.57,,33.230935,38.239947,48.001725,52.606562,1.399512,1.762673,2.410642,2.303233,USD,6.0,14200.0,['NFT&Gaming'],TRUE,Communication&Entertainment
THE CARLYLE GROUP,1129.0,1207.0,1332.0,469.0,583.0,498.0,1987.0,2012.0,The Carlyle Group Inc.,2.9696,2.9302,5.7062,6.8213,7.3016,10.2231,13.2406,14.3979,10.8392,12.7146,15.5442,14.5817,2.7025,1.8767,5.5318,3.3553,-0.0278,-0.0612,-0.0322,-0.8288,3.05,0.99,8.37,3.39,13.8088,15.6448,21.2504,21.403,0.3809,0.3482,2.9747,1.225,USD,,2100.0,,FALSE,Finance&Investments
SPLUNK,1125.0,869.0,659.0,467.0,290.0,280.0,2003.0,2012.0,Splunk Inc.,,1.999429,1.594005,0.222771,,3.714059,3.89664,3.360502,,3.440042,4.274481,5.568104,,2.358926,2.229385,2.673664,,-0.707981,0.79719,-0.333752,,-2.22,-5.68,-8.29,,5.439471,5.868486,5.790875,,-0.336668,-0.90798,-1.339097,USD,,8000.0,,FALSE,IT&Software
DIRECTV,1124.0,1124.0,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203000.0,,FALSE,Communication&Entertainment
UBIQUITI,1112.0,1066.0,1244.0,464.0,402.0,477.0,2003.0,2011.0,Ubiquiti Inc.,0.099277,-0.295458,0.002699,-0.382876,0.563977,0.332979,0.469729,0.379746,0.776588,1.032909,0.888286,1.227588,1.161733,1.2845,1.898094,1.691692,-0.157567,0.069584,-0.019266,-0.01118,4.52,5.8100000000000005,9.79,6.14,0.875865,0.737451,0.890985,0.844712,0.322694,0.380297,0.616584,0.378657,USD,,1377.0,,FALSE,IT&Software
DOMINO'S PIZZA,1114.0,1139.0,1276.0,465.0,465.0,483.0,1960.0,2004.0,"Domino's Pizza, Inc.",-3.415759,-3.300405,-4.209536,-4.189065,0.655296,0.815613,0.805102,0.778355,4.797851,4.867573,5.881352,5.791286,3.618774,4.117411,4.357373,4.537158,-0.027854,-0.128927,-0.142723,-0.053681,10.292005,12.469471,14.039114,12.66,1.382092,1.567168,1.671816,1.602221,0.400709,0.491296,0.510467,0.452263,USD,,6500.0,,FALSE,Retail&ECommerce
DARDEN RESTAURANTS,1106.0,1099.0,1133.0,463.0,453.0,440.0,1968.0,,"Darden Restaurants, Inc.",2.3926,2.3312,2.8131,2.1982,3.3203,3.26,3.7429,3.0992,3.5002,7.6149,7.843,7.9376,8.5104,7.8069,7.1961,9.63,-0.4626,-0.544,-0.2637,-0.389,5.78,-0.43,4.83,7.46,5.8928,9.9461,10.6561,10.1358,0.7134,-0.0524,0.6293,0.9528,USD,,178956.0,,FALSE,Retail&ECommerce
CELANESE CORPORATION,1102.0,1210.0,1050.0,462.0,462.0,410.0,1918.0,2005.0,Celanese Corporation,2.898,3.895,4.537,6.105,5.916,6.753,7.365,19.01,6.578,7.014,7.438,20.167,6.297,5.655,8.537,9.673,-0.493,0.592,-1.119,-11.141,6.88,16.85,16.99,17.48,9.476,10.909,11.975,26.272,0.852,1.985,1.89,1.894,USD,,13263.0,,FALSE,Resources&Materials
CMS ENERGY CORPORATION,1095.0,1149.0,890.0,460.0,403.0,354.0,1886.0,,CMS Energy Corporation,5.055,6.077,7.188,7.595,18.265,20.692,19.105,21.324,21.782,23.589,21.565,23.758,6.845,6.68,7.329,8.596,-2.816,-2.867,-1.233,-2.476,2.4,2.65,4.66,,26.837,29.666,28.753,31.353,0.68,0.755,1.353,0.837,USD,15.0,8560.0,['Finance&Tokens'],TRUE,Resources&Materials
CONSTELLATION ENERGY CORPORATION,1093.0,,,459.0,,,,,Constellation Energy Corporation,15.83,14.676,11.614,11.372,18.276,18.289,16.113,15.484,33.165,33.418,36.472,35.537,18.924,17.603,19.649,24.44,-1.867,1.958,3.282,3.104,3.447747,1.805087,-0.628834,-0.49,48.995,48.094,48.086,46.909,1.125,0.589,-0.205,-0.16,USD,,13370.0,,FALSE,Resources&Materials
HEICO CORPORATION,1091.0,1307.0,1112.0,458.0,421.0,431.0,1957.0,,HEICO Corporation,1.69466,2.010607,2.296939,2.975907,2.255709,2.749393,2.531922,2.936926,1.274551,1.537104,1.201468,1.119589,2.055647,1.787009,1.865682,2.208322,-0.280646,-0.199043,-0.183454,-0.395829,2.45,2.33,2.25,2.59,2.969211,3.547711,3.498407,4.095496,0.327896,0.313984,0.30422,0.351675,USD,,6500.0,,FALSE,Transport&Aerospace
INTERNATIONAL PAPER COMPANY,1090.0,927.0,882.0,457.0,373.0,353.0,1898.0,,International Paper Company,7.718,7.868,9.082,8.497,19.395,18.01,14.465,13.313,25.753,23.85,16.161,15.443,22.376,20.58,19.363,21.161,-1.3,-0.269,6.054,-0.608,3.1,1.23,4.5,,33.471,31.718,25.243,23.94,1.225,0.482,1.752,1.504,USD,,39000.0,,FALSE,Resources&Materials
NVR,1089.0,1168.0,1110.0,456.0,463.0,430.0,1980.0,,"NVR, Inc.",2.341244,3.103074,3.002378,3.506849,2.939545,4.620469,4.518633,4.421737,1.468571,2.674067,2.832097,2.154124,7.400806,7.545853,8.95975,10.538287,-0.013284,-0.003933,-0.018179,-0.027431,241.31,244.11,345.37,,3.809815,5.777141,5.834475,5.660973,0.878539,0.901248,1.236719,1.725575,USD,,6550.0,,FALSE,Finance&Investments
TAKE-TWO INTERACTIVE SOFTWARE,1088.0,1150.0,1137.0,455.0,323.0,444.0,1993.0,1997.0,"Take-Two Interactive Software, Inc.",,2.539244,3.331892,3.809659,,2.539244,3.331892,3.809659,,2.409588,2.696326,2.73656,,3.08897,3.372772,3.5048,,0.004049,-0.806724,0.139216,,3.58,5.14,3.62,,4.948832,6.028218,6.546219,,0.404459,0.588886,0.418022,USD,0.0,7799.0,['NFT&Gaming'],TRUE,Communication&Entertainment
NIAGARA MOHAWK POWER CORPORATION PFD 3.90%,1081.0,1126.0,,454.0,,,1929.0,,Niagara Mohawk Power Corporation PFD 3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Resources&Materials
QUEST DIAGNOSTICS,1079.0,1155.0,1096.0,452.0,437.0,425.0,1967.0,,Quest Diagnostics Incorporated,5.763,6.891,6.562,6.007,9.607,10.772,10.454,9.871,7.08,7.135,7.049,6.83,7.726,9.437,10.788,9.883,-0.411,-0.772,0.021,-0.543,6.36,10.62,15.85,8.1,12.843,14.026,13.611,12.837,0.858,1.431,1.995,0.946,USD,,40000.0,,FALSE,Healthcare
NETAPP,1014.0,1082.0,1081.0,430.0,475.0,421.0,1992.0,1995.0,"NetApp, Inc.",,0.242,0.685,0.838,,1.388,3.317,3.224,,7.28,8.675,9.188,,5.412,5.744,6.318,,1.269,0.021,-0.561,,3.56,3.29,4.2,,7.522,9.36,10.026,,0.819,0.73,0.937,USD,0.0,12000.0,['Research&Consulting'],TRUE,IT&Software
EDWARDS JONES INVESTMENTS,1079.0,1079.0,,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000.0,,FALSE,Finance&Investments
MONOLITHIC POWER SYSTEMS,1013.0,944.0,1884.0,429.0,424.0,655.0,1997.0,2004.0,"Monolithic Power Systems, Inc.",0.773491,0.966587,1.243985,1.668602,0.773491,0.966587,1.243985,1.668602,0.182884,0.241904,0.34184,0.390283,0.627921,0.844452,1.207798,1.794148,-0.167112,-0.039177,-0.378886,-0.01251,2.52,3.67,5.28,,0.956375,1.208491,1.585825,2.058885,0.108839,0.164375,0.242023,0.437672,USD,,3247.0,,FALSE,Technology&Electronics
WESTERN DIGITAL CORPORATION,1012.0,1109.0,814.0,428.0,413.0,333.0,1970.0,,Western Digital Corporation,9.967,9.551,10.721,12.221,20.213,18.84,19.195,19.243,16.403,16.111,15.411,14.038,16.569,16.736,16.922,18.793,-1.272,0.278,-0.765,-1.192,-2.58,-0.84,2.69,4.8100000000000005,26.37,25.662,26.132,26.259,-0.754,-0.25,0.821,1.5,USD,,65000.0,,FALSE,Technology&Electronics
WARNER MUSIC GROUP CORP.,1010.0,1106.0,,427.0,376.0,,1958.0,2020.0,Warner Music Group Corp.,-0.269,-0.045,0.046,0.168,2.685,3.041,3.377,3.884,6.286,6.455,7.165,7.66,4.475,4.463,5.301,5.919,-0.376,-0.219,-0.638,-0.824,0.509968,-0.8200000000000001,0.58,1.06,6.017,6.41,7.211,7.828,0.256,-0.475,0.304,0.551,USD,26.0,6200.0,,FALSE,Communication&Entertainment
"UIPATH, INC.",1008.0,673.0,2069.0,426.0,723.0,707.0,2005.0,,UiPath Inc.,,-0.799511,-0.803704,1.921917,,-0.799511,-0.803704,1.921917,,1.307679,1.670165,0.650533,,0.336156,0.607643,0.892252,,-0.039506,-0.125991,-0.035442,,-1.056425,-0.177968,-1.16,,0.508168,0.866461,2.57245,,-0.519933,-0.092393,-0.525586,USD,0.0,3833.0,['Data_managment&Security'],TRUE,Technology&Electronics
ROYAL CARIBBEAN CRUISES,1005.0,1038.0,549.0,425.0,415.0,236.0,1968.0,1993.0,Royal Caribbean Cruises Ltd.,12.733827,8.760669,5.085556,2.868812,20.577956,26.718625,23.932765,24.172292,17.586457,23.704518,27.172799,30.907549,10.950661,2.208805,1.532133,8.84054,-3.091406,-2.178566,-2.144739,-2.987766,8.97,-27.05,-20.89,,30.320284,32.465187,32.258355,33.776361,1.878887,-5.797462,-5.260499,-2.155962,USD,,102400.0,,FALSE,Logistics&Transportation
BILL.COM HOLDINGS,1004.0,842.0,4339.0,424.0,585.0,1345.0,2006.0,,Bill.com Holdings Inc,-0.102657,0.710719,2.52959,4.043694,-0.102657,0.710719,3.518971,5.741679,1.628955,1.693296,3.439583,5.212332,0.108351,0.1576,0.238265,0.641959,-0.419801,-0.249487,-1.42689,-1.127302,-0.0887609999999999,-0.7035,-1.19595,-3.22605,1.526298,2.404015,5.969173,9.256026,-0.007314,-0.031091,-0.09872,-0.326361,USD,,2269.0,,FALSE,Services&Travel
XYLEM,1000.0,880.0,1087.0,422.0,392.0,423.0,2011.0,2011.0,Xylem Inc.,2.967,2.976,3.226,3.503,4.997,5.452,5.658,5.374,4.743,5.774,5.05,4.449,5.249,4.876,5.195,5.522,-0.231,-0.169,-0.183,-0.191,2.23,1.41,2.37,1.97,7.71,8.75,8.276,7.952,0.401,0.254,0.427,0.355,USD,,17800.0,,FALSE,Resources&Materials
AVANGRID,1066.0,1034.0,979.0,447.0,492.0,386.0,1852.0,2015.0,"Avangrid, Inc.",15.586,15.826,19.961,20.342,21.953,25.687,26.998,27.603,18.83,21.997,19.543,20.781,6.338,6.32,6.974,7.923,-2.713,-2.858,-2.44,-2.548,2.26,1.88,1.97,2.28,34.416,37.823,39.504,41.123,0.7,0.581,0.707,0.881,USD,,7600.0,,FALSE,Resources&Materials
MAXIM INTEGRATED PRODUCTS,1001.0,780.0,941.0,423.0,328.0,373.0,1983.0,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100.0,,FALSE,Transport&Aerospace
CAESARS ENTERTAINMENT CORPORATION,1076.0,1009.0,1627.0,450.0,456.0,582.0,1937.0,2012.0,"Caesars Entertainment, Inc.",1.117257,5.034,4.541,3.751,3.441798,19.089,18.202,16.372,4.523296,31.351,33.49,29.776,2.528249,3.474,9.57,10.821,0.36954,-6.185,-2.923,-0.382,1.04,-13.5,-4.83,-4.19,5.640553,36.385,38.031,33.527,0.081001,-1.757,-1.019,-0.899,USD,,49000.0,,FALSE,Services&Travel
BROWN & BROWN,1069.0,1289.0,1367.0,449.0,507.0,505.0,1939.0,,"Brown & Brown, Inc.",3.3503,3.7542,4.1969,4.6066,4.8506,5.7801,6.1773,8.2981,4.2725,5.2123,5.5985,9.3669,2.3847,2.6061,3.0475,3.5734,-0.4136,-0.7591,-0.3967,-1.9127,1.42,1.7000000000000002,2.08,2.38,7.6228,8.9665,9.7954,13.9735,0.3985,0.4805,0.5871,0.6718,USD,,15201.0,,FALSE,Finance&Investments
HEALTHPEAK PROPERTIES,1067.0,1104.0,925.0,448.0,430.0,367.0,1985.0,,"Healthpeak Properties, Inc.",6.667474,7.344572,7.05876,7.288277,12.343671,12.956734,11.519484,12.156708,7.365417,8.575517,8.198759,8.482952,1.997383,1.644875,1.896184,2.061178,-1.448778,-1.0077,0.531032,-0.876343,0.09,0.77,0.93,,14.032891,15.920089,15.257519,15.771229,0.04553,0.413563,0.50554,0.500449,USD,,199.0,,FALSE,Estate
ENPHASE ENERGY,1060.0,932.0,3743.0,446.0,347.0,1170.0,2006.0,2012.0,"Enphase Energy, Inc.",0.272212,0.483993,0.430168,0.825573,0.374871,0.488891,1.381762,2.025038,0.441011,0.716109,1.649088,2.258707,0.624333,0.774425,1.382049,2.330853,-0.014788,-0.025568,-1.219547,-0.371906,1.38,1.07,1.09,2.94,0.713223,1.200102,2.079256,3.08428,0.161148,0.133995,0.145449,0.397362,USD,,2821.0,,FALSE,Technology&Electronics
CARMAX,1058.0,1060.0,1064.0,445.0,457.0,417.0,1993.0,,"CarMax, Inc.",,3.768875,4.364613,5.235439,,18.712931,18.984532,23.410458,,17.313307,17.176928,21.102825,,20.319987,18.950149,31.900412,,-0.389364,-0.128183,-0.523745,,5.39,4.58,7.09,,21.082182,21.541541,26.338264,,0.888433,0.746919,1.151297,USD,,30621.0,,FALSE,Transport&Aerospace
BOSTON PROPERTIES,1056.0,1202.0,645.0,444.0,478.0,272.0,1970.0,1997.0,"Boston Properties, Inc.",8.022601,8.346509,8.042796,8.370432,17.496493,19.043841,18.585629,20.373255,13.262304,14.511681,14.312789,15.837237,2.960562,2.765686,2.888621,3.108581,-1.015091,-0.613719,-1.039956,-1.602802,3.31,5.54,3.18,,21.284905,22.85819,22.355585,24.207669,0.521534,0.872351,0.505189,0.848934,USD,,780.0,,FALSE,Estate
CONTINENTAL RESOURCES,1138.0,1459.0,1208.0,471.0,862.0,464.0,1967.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.0,,FALSE,Resources&Materials
TELEDYNE TECHNOLOGIES,1052.0,1013.0,1211.0,443.0,484.0,466.0,1960.0,,Teledyne Technologies Incorporated,2.7147,3.2286,7.622,8.1582,3.4647,3.9095,11.7214,11.7787,1.8651,1.84,6.824,6.1958,3.1636,3.0862,4.6143,5.4586,-0.5719,-0.0994,-3.8243,-0.1754,11.007453,10.875842,10.31,16.85,4.5798,5.0686,14.446,14.354,0.4023,0.4019,0.4453,0.7886,USD,,14700.0,,FALSE,Transport&Aerospace
FLEETCOR TECHNOLOGIES,1051.0,1007.0,621.0,442.0,341.0,264.0,2000.0,2010.0,"FLEETCOR Technologies, Inc.",3.711616,3.355411,2.86658,2.541493,7.001563,6.482337,7.326619,7.264331,8.495971,7.839168,10.499869,11.551687,2.648848,2.388855,2.833736,3.427129,-0.523702,-0.106249,-0.715931,-0.368345,10.36,8.38,10.23,,12.207587,11.194579,13.366449,14.09318,0.895073,0.704216,0.839497,0.954327,USD,,9900.0,,FALSE,IT&Software
GENERAC HOLDINGS,1038.0,787.0,2264.0,436.0,488.0,761.0,1959.0,,Generac Holdings Inc.,1.094078,1.456411,2.272137,2.369726,1.870149,2.232057,3.115865,3.626466,1.571591,1.779012,2.605643,2.799736,2.204336,2.4852,3.737184,4.564737,-0.170078,-0.124095,-0.817287,-0.134232,4.09,5.61,8.51,5.55,2.665669,3.235423,4.87778,5.169462,0.25326,0.350576,0.550494,0.399502,USD,,9160.0,,FALSE,Resources&Materials
BROADRIDGE FINANCIAL SOLUTIONS,1036.0,1077.0,1100.0,435.0,398.0,426.0,2007.0,,"Broadridge Financial Solutions, Inc.",1.1276,1.3466,1.8092,1.9192,2.598,2.7342,5.6968,5.7122,2.7531,3.5432,6.3106,6.2496,4.3622,4.529,4.9937,5.7091,-0.4335,-0.4417,-2.6537,-0.1104,4.16,4.03,4.73,4.62,3.8807,4.8898,8.1198,8.1688,0.4821,0.4625,0.5475,0.5391,USD,9.0,14300.0,['Smart_contracts'],TRUE,IT&Software
POOL CORPORATION,1029.0,1092.0,1749.0,434.0,471.0,619.0,1993.0,1995.0,Pool Corporation,0.41018,0.63947,1.071393,1.235194,0.909842,1.043619,2.242971,2.596955,1.073086,1.1002,2.158738,2.330243,3.199517,3.936623,5.295584,6.179727,-0.042263,-0.146289,-0.849614,-0.05087,6.57,9.14,16.21,18.89,1.483266,1.73967,3.230131,3.565437,0.261575,0.366738,0.650624,0.748462,USD,,6000.0,,FALSE,Communication&Entertainment
PRINCIPAL FINANCIAL GROUP,1027.0,1191.0,1006.0,432.0,503.0,395.0,1879.0,2001.0,"Principal Financial Group, Inc.",14685.8,16.8729,16.4583,10.3048,14.618,16.5589,16.1258,10.0017,276.1,296.6,304.7,292.7,16.2221,14.7417,14.2627,17.4916,-7.6885,-5.0258,-5.6581,1.0585,5.0,5.08,6.36,19.16,276.1,296.6,304.7,292.7,1.3942,1.3958,1.7106,4.8116,USD,,19300.0,,FALSE,Finance&Investments
THE COOPER COMPANIES,1028.0,991.0,994.0,433.0,396.0,393.0,1958.0,,"The Cooper Companies, Inc.",3.6285,3.8248,6.942,7.1747,4.8911,5.2087,8.3381,9.5255,2.646,2.9127,2.6642,4.3176,2.6534,2.4309,2.9225,3.3084,-0.3513,-0.3645,-0.4503,-1.8312,9.44,4.85,59.8,7.83,6.2745,6.7375,9.6062,11.4923,0.4667,0.2384,2.9447,0.3858,USD,,14000.0,,FALSE,Healthcare
IMMUNOMEDICS,993.0,1043.0,2967.0,420.0,361.0,957.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,,FALSE,Healthcare
SS&C TECHNOLOGIES HOLDINGS,990.0,1125.0,1004.0,418.0,390.0,394.0,1986.0,2010.0,"SS&C Technologies Holdings, Inc.",5.1161,5.7165,6.2232,6.1029,12.1939,12.105,12.0669,13.0681,11.625,10.2071,11.1098,10.5504,4.6329,4.6679,5.051,5.283,-0.1405,-0.2105,-0.1482,-1.7576,1.73,2.44,3.13,,16.7411,15.9236,17.333,16.6533,0.4385,0.6252,0.8,0.6502,USD,,27600.0,,FALSE,IT&Software
J.B. HUNT TRANSPORT SERVICES,992.0,1156.0,1242.0,419.0,485.0,476.0,1961.0,,"J.B. Hunt Transport Services, Inc.",2.267029,2.600138,3.117816,3.666768,3.562769,3.905562,4.063073,4.928506,3.203825,3.347067,3.673293,4.075573,9.165258,9.636573,12.168302,14.813999,-0.803962,-0.612957,-0.877018,-1.55007,4.861179,4.789565,7.239311,9.343738,5.470854,5.947205,6.791109,7.742341,0.51632,0.506035,0.760806,0.969351,USD,,37151.0,,FALSE,Logistics&Transportation
PINTEREST,989.0,592.0,1452.0,417.0,193.0,530.0,2009.0,2019.0,"Pinterest, Inc.",2.023705,2.242371,3.038743,3.281654,2.023705,2.242371,3.038743,3.281654,0.369612,0.367088,0.498495,0.581076,1.142761,1.692658,2.578027,2.802574,-0.586501,-0.047623,-0.025858,-0.128245,-3.24,-0.22,0.49,-0.14,2.393317,2.609459,3.537238,3.86273,-1.361371,-0.128323,0.316438,-0.096047,USD,,3987.0,,FALSE,Communication&Entertainment
ZOOMINFO TECHNOLOGIES INC.,987.0,846.0,,416.0,385.0,,2000.0,2020.0,ZoomInfo Technologies Inc.,-0.2138,0.9396,1.9979,2.2718,0.9808,1.2477,3.2308,3.5075,1.7757,1.3878,4.855,4.8646,0.2933,0.4762,0.7472,1.098,-0.7367,-0.1133,-0.6958,-0.2811,0.0,-0.1,0.46,0.16,1.5619,2.3274,6.8529,7.1364,-0.0462,-0.0091,0.1168,0.0632,USD,,3540.0,,FALSE,IT&Software
WATERS CORPORATION,986.0,848.0,1034.0,415.0,458.0,406.0,1958.0,1995.0,Waters Corporation,-0.216281,0.232144,0.367554,0.504488,-0.216281,1.588659,1.881424,2.079366,2.773336,2.607776,2.727378,2.776965,2.406596,2.365365,2.785874,2.971956,0.768802,-0.264094,-0.23163,-0.107967,8.76,8.4,11.25,11.8,2.557055,2.83992,3.094932,3.281453,0.592198,0.521571,0.692843,0.707755,USD,,8200.0,,FALSE,Healthcare
