company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
NUANCE COMMUNICATIONS,1162,1228,2686,"['Technology', 'Software and IT', 'Software Products']",486,535,878,6500,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOEWS CORPORATION,1313,1466,991,"['Financial Services', 'Conglomerate', 'Financial Services', 'Insurance', 'Hotels']",520,540,390,12050,1969,,Loews Corporation,21930000000.0,19181000000.0,19175000000.0,15478000000.0,30575000000.0,27932000000.0,26832000000.0,22763000000.0,60313000000.0,61055000000.0,62451000000.0,60016000000.0,14931000000.0,13794000000.0,14117000000.0,14044000000.0,-671000000.0,-1414000000.0,-1187000000.0,-2347000000.0,3.08,-3.32,6.08,4.17,82243000000.0,80236000000.0,81626000000.0,75494000000.0,932000000.0,-931000000.0,1578000000.0,1012000000.0,USD,12050,,,,,,
PIMCO,1159,1159,,"['Asset Management', 'Financial Services']",482,,,,,,PIMCO Dynamic Income Fund,1603368000.0,1375107000.0,1781435000.0,4466886000.0,2664185000.0,2414886000.0,3015668000.0,8549708000.0,1140235000.0,1148482000.0,1462154000.0,4464768000.0,131587000.0,-170746000.0,333605000.0,-706089000.0,,,,,2.36,-2.88,5.08,-2.93,2743603000.0,2523589000.0,3243589000.0,8931654000.0,131381000.0,-171087000.0,333377000.0,-706619000.0,USD,,True,,['pimco'],['PIMCO'],4,3
BOOZ ALLEN HAMILTON HOLDING CORPORATION,1645,1807,1514,"['Industries', 'Consumer Services', 'Professional Services', 'Consulting Services']",633,549,548,29300,1914,2010,Booz Allen Hamilton Holding Corporation,,856356000.0,1071176000.0,1046721000.0,,2864335000.0,3349907000.0,3777763000.0,,3937610000.0,4428425000.0,4978854000.0,,7463841000.0,7858938000.0,8363700000.0,,-128079000.0,-158284000.0,-867725000.0,,3.43,4.4,3.46,,4793966000.0,5499601000.0,6025575000.0,,482603000.0,608958000.0,466414000.0,USD,31100,,,,,,
SNAP INC,266,132,669,"['Communication Services', 'Internet or Mobile App Based Business', 'Social Media', 'Technology']",135,106,285,5288,2011,2017,Snap Inc.,2259913000.0,2329976000.0,3790168000.0,2580698000.0,3151689000.0,4005145000.0,6043255000.0,6323218000.0,1752011000.0,2694262000.0,3746138000.0,5448840000.0,1715534000.0,2506626000.0,4117048000.0,4601847000.0,-728608000.0,-729864000.0,90227000.0,-1062275000.0,-0.75,-0.65,-0.31,,4011924000.0,5024238000.0,7536306000.0,8029538000.0,-1033660000.0,-944839000.0,-487955000.0,-1429653000.0,USD,5288,,,,,,
AVANTOR,936,948,1444,"['Basic Materials', 'Chemicals']",400,429,528,14500,2017,,"Avantor, Inc.",2462200000.0,2674300000.0,4197000000.0,4855400000.0,7485200000.0,7541800000.0,11175000000.0,10778700000.0,7311100000.0,7232200000.0,9700200000.0,8608900000.0,6040300000.0,6393600000.0,7386100000.0,7512400000.0,-42100000.0,-59100000.0,-4121700000.0,-109600000.0,-0.84,0.09,0.86,1.02,9773300000.0,9906500000.0,13897200000.0,13464300000.0,37800000.0,116600000.0,572600000.0,686500000.0,USD,14500,,,,,,
FLEETCOR TECHNOLOGIES,1051,1007,621,"['Technology', 'Digital Payment Solution Services', 'Software and IT', 'Software Products', 'Business Services']",442,341,264,10000,2000,2010,"FLEETCOR Technologies, Inc.",3711616000.0,3355411000.0,2866580000.0,2541493000.0,7001563000.0,6482337000.0,7326619000.0,7264331000.0,8495971000.0,7839168000.0,10499869000.0,11551687000.0,2648848000.0,2388855000.0,2833736000.0,3427129000.0,-523702000.0,-106249000.0,-715931000.0,-368345000.0,10.36,8.38,10.23,,12207587000.0,11194579000.0,13366449000.0,14093180000.0,895073000.0,704216000.0,839497000.0,954327000.0,USD,9900,,,,,,
WESTLAKE CHEMICAL CORPORATION,1505,1794,1688,"['Basic Materials', 'Chemicals', 'Petrochemicals']",586,605,603,15920,1986,2004,Westlake Corporation,6403000000.0,6578000000.0,8528000000.0,10465000000.0,9305000000.0,9609000000.0,12866000000.0,14810000000.0,6858000000.0,7257000000.0,9931000000.0,10085000000.0,8118000000.0,7504000000.0,11778000000.0,15794000000.0,-1954000000.0,-509000000.0,-3213000000.0,-2479000000.0,3.26,2.5700000000000003,15.66,17.46,13261000000.0,13835000000.0,18459000000.0,20550000000.0,421000000.0,330000000.0,2015000000.0,2247000000.0,USD,15920,False,,['westlake-ventures'],['Westlake Ventures'],0,1
TRADEWEB MARKETS,980,1070,1470,"['Financial Services', 'Stock Markets, Trading, Capital Markets', 'Trading']",414,490,539,1091,1998,,Tradeweb Markets Inc.,4592745000.0,5019163000.0,5308943000.0,5546316000.0,3378588000.0,4303451000.0,4645595000.0,4953791000.0,502589000.0,660687000.0,681237000.0,713815000.0,775566000.0,892659000.0,1076447000.0,1188781000.0,-44462000.0,-62536000.0,-259110000.0,-60096000.0,0.5700000000000001,0.92,1.13,,5095334000.0,5679850000.0,5990180000.0,6260131000.0,83769000.0,166296000.0,226828000.0,309338000.0,USD,1091,,,,,,
FRANKLIN RESOURCES,1161,1293,1218,"['Financial Services', 'Asset Management', 'Investments', 'Mutual Funds']",485,529,470,9800,1947,,"Franklin Resources, Inc.",11370900000.0,11515700000.0,12743600000.0,13824700000.0,10654200000.0,14465000000.0,18293800000.0,20308700000.0,3161300000.0,8705200000.0,11424800000.0,14235900000.0,5774500000.0,5566500000.0,8425500000.0,8275300000.0,-1077100000.0,-3243100000.0,-2615900000.0,-3329200000.0,2.35,1.5899999999999999,3.58,2.5300000000000002,14532200000.0,20220900000.0,24168400000.0,28060600000.0,1195700000.0,798900000.0,1831200000.0,1291900000.0,USD,9800,,,,,,
TERADYNE,820,1076,1317,"['Technology', 'Semiconductors', 'Artificial Intelligence']",361,,,6500,1960,,"Teradyne, Inc.",1491867000.0,2207018000.0,2568688000.0,2451294000.0,1886554000.0,2583786000.0,2657932000.0,2451294000.0,1304509000.0,1445328000.0,1238981000.0,1049958000.0,2294965000.0,3121469000.0,3702881000.0,3155045000.0,-156660000.0,-569794000.0,120361000.0,43751000.0,2.74,4.72,6.15,4.52,2796376000.0,3652346000.0,3807669000.0,3501252000.0,479175000.0,784147000.0,1020833000.0,715501000.0,USD,6500,,,,,,
NORDSON CORPORATION,1452,1504,1603,"['Industries', 'Capital Goods', 'Industry Machinery', 'Machinery Manufacturing']",565,561,577,6813,1935,,Nordson Corporation,1581045000.0,1758991000.0,2159130000.0,2294375000.0,2656449000.0,2826943000.0,2940839000.0,2639695000.0,1935402000.0,1915665000.0,1631831000.0,1526000000.0,2194226000.0,2121100000.0,2362209000.0,2590278000.0,-76289000.0,-194109000.0,-33169000.0,-222761000.0,5.87,4.32,7.82,8.9,3516447000.0,3674656000.0,3790961000.0,3820375000.0,337091000.0,249539000.0,454368000.0,513103000.0,USD,7200,,,,,,
EXPEDIA GROUP,763,1006,973,"['Consumer Cyclical', 'Travel and Transport', 'Hotels', 'eCommerce', 'Internet or Mobile App Based Business']",339,386,382,16500,1996,,"Expedia Group, Inc.",5551000000.0,4026000000.0,3552000000.0,3728000000.0,8156000000.0,10748000000.0,9772000000.0,8523000000.0,15865000000.0,14664000000.0,17996000000.0,17833000000.0,12067000000.0,5199000000.0,8598000000.0,11667000000.0,-1553000000.0,-263000000.0,-931000000.0,-580000000.0,3.84,-19.0,-1.8,2.24,21416000000.0,18690000000.0,21548000000.0,21561000000.0,565000000.0,-2612000000.0,12000000.0,352000000.0,USD,16500,,,,,,
GAMING AND LEISURE PROPERTIES,1668,1727,1642,"['Real Estate', 'Casinos', 'Consumer Services', 'Entertainment', 'Gaming']",642,627,589,17,2013,,"Gaming and Leisure Properties, Inc.",2074245000.0,2675018000.0,3390140000.0,4118096000.0,7811218000.0,8428847000.0,9737385000.0,9906426000.0,6360053000.0,6359350000.0,7300309000.0,6812290000.0,1153473000.0,1153165000.0,1216351000.0,1311685000.0,-2817000.0,-9487000.0,-1030834000.0,-354488000.0,1.82,2.31,2.27,2.71,8434298000.0,9034368000.0,10690449000.0,10930386000.0,390881000.0,505711000.0,534047000.0,684653000.0,USD,,,,,,,
HEALTHPEAK PROPERTIES,1067,1104,925,"['Real Estate', 'Property Investments', 'Construction', 'Healthcare']",448,430,367,199,1985,,"Healthpeak Properties, Inc.",6667474000.0,7344572000.0,7058760000.0,7288277000.0,12343671000.0,12956734000.0,11519484000.0,12156708000.0,7365417000.0,8575517000.0,8198759000.0,8482952000.0,1997383000.0,1644875000.0,1896184000.0,2061178000.0,-1448778000.0,-1007700000.0,531032000.0,-876343000.0,0.09,0.77,0.93,,14032891000.0,15920089000.0,15257519000.0,15771229000.0,45530000.0,413563000.0,505540000.0,500449000.0,USD,199,,,,,,
SPLUNK,1125,869,659,"['Technology', 'Software and IT', 'Software Products', 'Internet of Things', 'Artificial Intelligence']",467,290,280,8000,2003,2012,Splunk Inc.,,1999429000.0,1594005000.0,222771000.0,,3714059000.0,3896640000.0,3360502000.0,,3440042000.0,4274481000.0,5568104000.0,,2358926000.0,2229385000.0,2673664000.0,,-707981000.0,797190000.0,-333752000.0,,-2.22,-5.68,-8.29,,5439471000.0,5868486000.0,5790875000.0,,-336668000.0,-907980000.0,-1339097000.0,USD,8000,,,,,,
ALLIANT ENERGY CORPORATION,1323,1383,1184,"['Utilities', 'Electric Utilities', 'Gas Utilities']",525,523,456,3129,1917,,Alliant Energy Corporation,5405100000.0,5888000000.0,5990000000.0,6276000000.0,10738100000.0,12457000000.0,12725000000.0,13944000000.0,11295600000.0,11822000000.0,12563000000.0,13887000000.0,3647700000.0,3416000000.0,3669000000.0,4205000000.0,-1287300000.0,-951000000.0,-728000000.0,-933000000.0,2.34,2.47,2.63,2.73,16700700000.0,17710000000.0,18553000000.0,20163000000.0,567400000.0,624000000.0,674000000.0,686000000.0,USD,3129,,,,,,
MENARDS,1139,,,"['Retail', 'Home Improvement']",472,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMULA ONE GROUP,1401,1734,1435,"['Communication Services', 'Broadcasting', 'Entertainment']",548,623,525,700,1950,,Formula One Group,5241000000.0,6555000000.0,6940000000.0,,10916000000.0,10100000000.0,9276000000.0,,6264000000.0,4636000000.0,4724000000.0,,2022000000.0,1145000000.0,2136000000.0,,37000000.0,75000000.0,-600000000.0,,-1.35,-2.5700000000000003,-0.8200000000000001,,11505000000.0,11191000000.0,11664000000.0,,-311000000.0,-596000000.0,-190000000.0,,USD,,True,,['formula1'],['Formula1'],29,3
CBOE GLOBAL MARKETS,1499,1541,1180,"['Financial Services', 'Investments', 'Stock Markets, Trading, Capital Markets']",583,611,455,1543,1973,,"Cboe Global Markets, Inc.",3355600000.0,3348900000.0,3604800000.0,3465300000.0,4223200000.0,4484100000.0,4904100000.0,4902600000.0,1758300000.0,3167600000.0,3209700000.0,3533600000.0,2496100000.0,3427100000.0,3494800000.0,3958500000.0,-15900000.0,-430500000.0,-352700000.0,-835100000.0,3.35,4.28,4.93,,5113900000.0,6516500000.0,6814500000.0,6998900000.0,374900000.0,468200000.0,529000000.0,235000000.0,USD,1543,True,"['Centralized Exchanges', 'Derivatives']","['cboe', 'cboe-digital', 'cboe-global-markets', 'cboe-fx-markets']","['Cboe', 'Cboe Digital', 'Cboe Global Markets', 'Cboe FX Markets']",95,3
CONTINENTAL RESOURCES,1138,1459,1208,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum']",471,862,464,1254,1967,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYWORKS SOLUTIONS,828,720,781,"['Technology', 'Semiconductors', 'Electronics']",365,305,325,11150,2002,,"Skyworks Solutions, Inc.",4122300000.0,4164200000.0,5297100000.0,5469000000.0,4122300000.0,4164200000.0,7532700000.0,7658100000.0,717300000.0,942500000.0,3293600000.0,3442800000.0,3376800000.0,3355700000.0,5109100000.0,5485500000.0,-336900000.0,-581400000.0,-3133200000.0,-378900000.0,4.92,4.84,9.07,7.85,4839600000.0,5106700000.0,8590700000.0,8911800000.0,853600000.0,814800000.0,1498300000.0,1275200000.0,USD,11150,,,,,,
PTC Inc,1475,1364,1711,"['Technology', 'Software and IT', 'Software Products']",573,496,609,6503,1985,,PTC Inc.,1201998000.0,1438248000.0,2038468000.0,2296034000.0,1871132000.0,2443562000.0,3477939000.0,3646662000.0,1462590000.0,1944490000.0,2478601000.0,2391234000.0,1255631000.0,1458415000.0,1807159000.0,1933347000.0,-150024000.0,-525972000.0,-688824000.0,-229466000.0,-0.23,1.13,4.08,2.67,2664588000.0,3382738000.0,4517069000.0,4687268000.0,-27460000.0,130695000.0,476923000.0,313081000.0,USD,6503,,,,,,
DIRECTV,1124,1124,,"['Broadcasting', 'Television Services', 'Cable Operator']",466,,,203000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKQ CORPORATION,1196,1360,1386,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Consumer Services']",498,594,516,44000,1998,,LKQ Corporation,5048580000.0,5671300000.0,5786584000.0,5491000000.0,8724265000.0,8468359000.0,8548904000.0,8075000000.0,7731376000.0,6689233000.0,6819570000.0,6547000000.0,12506109000.0,11628830000.0,13088504000.0,12794000000.0,-264853000.0,-165887000.0,-418758000.0,172000000.0,1.76,2.1,3.68,4.15,12779956000.0,12360533000.0,12606154000.0,12038000000.0,541260000.0,638423000.0,1090873000.0,1149000000.0,USD,45000,,,,,,
LEIDOS HOLDINGS,1537,1500,1118,"['Technology', 'Software and IT', 'Software Products']",596,470,432,45000,1969,,"Leidos Holdings, Inc.",3417000000.0,3871000000.0,4344000000.0,4353000000.0,6338000000.0,8506000000.0,8884000000.0,8227000000.0,5950000000.0,8640000000.0,8917000000.0,8718000000.0,11094000000.0,12297000000.0,13737000000.0,14396000000.0,65000000.0,-2815000000.0,-730000000.0,-313000000.0,4.66,4.42,5.34,5.0,9367000000.0,12511000000.0,13261000000.0,13071000000.0,667000000.0,628000000.0,753000000.0,685000000.0,USD,45000,,,,,,
CLOUDFLARE,604,526,2637,"['Technology', 'Software and IT Infrastructure', 'Cloud Services', 'Security Systems and Solutions', 'Network Hardware and Software']",276,332,862,3217,2009,,"Cloudflare, Inc.",725828000.0,816940000.0,815798000.0,623964000.0,725828000.0,1200215000.0,1962675000.0,2060156000.0,104996000.0,563711000.0,1556273000.0,1963944000.0,287022000.0,431059000.0,656426000.0,975241000.0,-417641000.0,-515273000.0,-709322000.0,-235696000.0,-0.72,-0.4,-0.8300000000000001,-0.59,830824000.0,1380651000.0,2372071000.0,2587908000.0,-105828000.0,-119370000.0,-260309000.0,-193381000.0,USD,3394,True,,['cloudflare'],['Cloudflare'],6,0
ERIE INDEMNITY COMPANY,1857,2079,1938,"['Financial Services', 'Insurance']",692,524,667,5876,1925,,Erie Indemnity Company,1133253000.0,1188048000.0,1342478000.0,1448408000.0,1229095000.0,1281881000.0,1434212000.0,1448408000.0,882987000.0,929074000.0,899579000.0,791048000.0,2516605000.0,2569356000.0,2701309000.0,2840756000.0,-124634000.0,-243225000.0,-185490000.0,-106922000.0,6.8,6.3,6.4,,2016240000.0,2117122000.0,2242057000.0,2239456000.0,316821000.0,293304000.0,297860000.0,298569000.0,USD,5970,,,,,,
EVERGY,1306,1345,1057,"['Utilities', 'Energy', 'Electric Utilities', 'Power Generation']",516,534,413,4512,1909,2018,"Evergy, Inc.",8545300000.0,8718500000.0,9241700000.0,9493300000.0,17337400000.0,17924300000.0,18542300000.0,19389400000.0,17430600000.0,18396300000.0,19278800000.0,19996600000.0,5147800000.0,4913400000.0,5586700000.0,5859100000.0,-458200000.0,-1533700000.0,-1913800000.0,-2152200000.0,2.8,2.7199999999999998,3.84,,25975900000.0,27114800000.0,28520500000.0,29489900000.0,669900000.0,618300000.0,879700000.0,752700000.0,USD,4512,,,,,,
AVERY DENNISON CORPORATION,1160,1154,1337,"['Industries', 'Consumer Durables', 'Packaging', 'Packaging Materials', 'Office Equipment']",484,520,499,36000,1990,,Avery Dennison Corporation,1204000000.0,1499900000.0,1924400000.0,2032200000.0,2703300000.0,3552000000.0,4710300000.0,4535700000.0,4284800000.0,4599000000.0,6047200000.0,5918300000.0,7070100000.0,6971500000.0,8408300000.0,9039300000.0,-251000000.0,-554200000.0,-1737900000.0,-332700000.0,3.641736,6.664052,8.938883,,5488800000.0,6098900000.0,7971600000.0,7950500000.0,303600000.0,555900000.0,740100000.0,757100000.0,USD,36000,,,,,,
SYNCHRONY FINANCIAL,799,761,672,"['Financial Services', 'Credit Cards', 'Digital Payment Solution Services']",353,364,286,18500,2003,2014,Synchrony Financial,15088000000.0,12701000000.0,13655000000.0,12873000000.0,34954000000.0,28476000000.0,28162000000.0,27064000000.0,89738000000.0,83247000000.0,82093000000.0,91691000000.0,17170000000.0,14807000000.0,14720000000.0,16005000000.0,-261000000.0,-498000000.0,-4814000000.0,-10234000000.0,5.59,2.2800000000000002,7.4,6.19,104826000000.0,95948000000.0,95748000000.0,104564000000.0,3747000000.0,1385000000.0,4221000000.0,3016000000.0,USD,18500,False,,['synchrony-financial'],['Synchrony Financial'],0,1
TEXTRON,1181,1295,1469,"['Industries', 'Aerospace and Defense', 'Aerospace Products', 'Defense Products', 'Engineering Products']",494,586,538,34000,1923,,Textron Inc.,5518000000.0,5845000000.0,6815000000.0,7113000000.0,8081000000.0,9043000000.0,9994000000.0,10288000000.0,9500000000.0,9555000000.0,9012000000.0,9180000000.0,13630000000.0,11651000000.0,12382000000.0,12869000000.0,-266000000.0,-248000000.0,-281000000.0,-447000000.0,3.52,1.35,3.33,4.05,15018000000.0,15400000000.0,15827000000.0,16293000000.0,815000000.0,309000000.0,746000000.0,861000000.0,USD,34000,,,,,,
IRON MOUNTAIN,1478,1513,1673,"['Real Estate', 'Consumer Services', 'Property Investments']",575,679,599,27600,1951,,Iron Mountain Incorporated,1464227000.0,1136729000.0,857068000.0,636793000.0,9739528000.0,9646284000.0,9819581000.0,11118117000.0,12352589000.0,13012538000.0,13592963000.0,15503721000.0,4262584000.0,4147270000.0,4491531000.0,5103574000.0,-730885000.0,-85440000.0,-473313000.0,-1660423000.0,0.93,1.19,1.56,1.92,13816816000.0,14149267000.0,14450031000.0,16140514000.0,267377000.0,342693000.0,450219000.0,556981000.0,USD,26000,,,,,,
BUNGE,1471,1840,1771,"['Consumer Defensive', 'Agriculture Related', 'FMCG', 'Food Products', 'Consumer Non Durables']",572,648,625,23000,1818,2001,Bunge Limited,6030000000.0,6205000000.0,7825000000.0,9956000000.0,9746000000.0,10657000000.0,12612000000.0,13215000000.0,12269000000.0,17450000000.0,15961000000.0,14624000000.0,41140000000.0,41404000000.0,59152000000.0,67232000000.0,1483000000.0,1813000000.0,5113000000.0,6499000000.0,-9.34,7.97,14.5,10.739925,18299000000.0,23655000000.0,23786000000.0,24580000000.0,-1280000000.0,1145000000.0,2078000000.0,1610000000.0,USD,23000,True,,['bunge'],['Bunge'],0,3
NVR,1089,1168,1110,"['Consumer Cyclical', 'Capital Goods', 'Construction']",456,463,430,6600,1980,,"NVR, Inc.",2341244000.0,3103074000.0,3002378000.0,3506849000.0,2939545000.0,4620469000.0,4518633000.0,4421737000.0,1468571000.0,2674067000.0,2832097000.0,2154124000.0,7400806000.0,7545853000.0,8959750000.0,10538287000.0,-13284000.0,-3933000.0,-18179000.0,-27431000.0,241.31,244.11,345.37,,3809815000.0,5777141000.0,5834475000.0,5660973000.0,878539000.0,901248000.0,1236719000.0,1725575000.0,USD,6550,,,,,,
APACHE CORPORATION,1775,2495,1592,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum']",673,931,575,2273,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACOBS ENGINEERING GROUP,1154,1212,1287,"['Industries', 'Engineering Products', 'Engineering Services']",479,500,485,60000,1947,,Jacobs Engineering Group Inc,5768658000.0,5855667000.0,6632559000.0,6736914000.0,6915936000.0,7492653000.0,8779974000.0,9417312000.0,5694053000.0,6498686000.0,8000050000.0,7923505000.0,12737868000.0,13566975000.0,14092632000.0,14922825000.0,2152349000.0,-429092000.0,-1380743000.0,-538419000.0,6.14,3.74,3.22,5.01,11462711000.0,12354353000.0,14632609000.0,14660419000.0,847979000.0,491845000.0,477030000.0,644039000.0,USD,,,,,,,
FAIR ISAAC CORPORATION,1613,1574,1392,"['Technology', 'Business Services', 'Software and IT', 'Analytics']",620,473,518,3305,1956,,Fair Isaac Corporation,289767000.0,331082000.0,-110942000.0,-801947000.0,896557000.0,1070517000.0,898076000.0,1021722000.0,1143681000.0,1275158000.0,1678718000.0,2243981000.0,1160083000.0,1294562000.0,1316536000.0,1377270000.0,-42760000.0,-24583000.0,137850000.0,-5671000.0,6.63,8.13,13.65,14.34,1433448000.0,1606240000.0,1567776000.0,1442034000.0,192124000.0,236411000.0,392084000.0,373541000.0,USD,3404,,,,,,
ZSCALER,564,535,2332,"['Technology', 'Software and IT', 'Cloud Services', 'Software Products', 'Software and IT Infrastructure']",258,296,782,4975,2007,2018,"Zscaler, Inc.",308558000.0,484829000.0,528895000.0,573300000.0,308558000.0,1346444000.0,1442433000.0,1541974000.0,295604000.0,1348629000.0,1728736000.0,2259365000.0,302836000.0,431269000.0,673100000.0,1090946000.0,-162074000.0,-1038162000.0,-109668000.0,374063000.0,-0.23,-0.89,-1.9300000000000002,-2.77,604162000.0,1833458000.0,2257631000.0,2832665000.0,-28655000.0,-115116000.0,-262029000.0,-390278000.0,USD,4975,True,,['zscaler'],['Zscaler'],0,3
THE MOSAIC COMPANY,1361,1658,1808,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Animal Feed', 'Agriculture Related']",535,670,638,13570,2004,,The Mosaic Company,9367600000.0,9755200000.0,10748500000.0,12194200000.0,13711000000.0,13655200000.0,13986300000.0,14466500000.0,9930900000.0,10034600000.0,11287900000.0,11191800000.0,8906300000.0,8681700000.0,12357400000.0,19125200000.0,-1360900000.0,-1189500000.0,-1322300000.0,-1259600000.0,-2.7800000000000002,1.76,4.31,10.17,19298500000.0,19789800000.0,22036400000.0,23386000000.0,-1067400000.0,666100000.0,1630600000.0,3582800000.0,USD,13570,,,,,,
FOX CORPORATION,973,1046,692,"['Communication Services', 'Media', 'Television Services', 'Broadcasting', 'Consumer Services']",409,406,295,10600,2019,,Fox Corporation,9958000000.0,10111000000.0,11125000000.0,11375000000.0,16698000000.0,18040000000.0,18325000000.0,18545000000.0,9551000000.0,11639000000.0,11801000000.0,10810000000.0,11389000000.0,12303000000.0,12909000000.0,13974000000.0,-637000000.0,-1100000000.0,-528000000.0,-513000000.0,2.5700000000000003,1.63,3.64,2.13,19509000000.0,21750000000.0,22926000000.0,22185000000.0,1595000000.0,999000000.0,2150000000.0,1205000000.0,USD,10600,True,,['fox'],['Fox'],12,3
BROADRIDGE FINANCIAL SOLUTIONS,1036,1077,1100,"['Technology', 'Software and IT', 'Financial Services', 'Business Services', 'Software Products']",435,398,426,14300,2007,,"Broadridge Financial Solutions, Inc.",1127600000.0,1346600000.0,1809200000.0,1919200000.0,2598000000.0,2734200000.0,5696800000.0,5712200000.0,2753100000.0,3543200000.0,6310600000.0,6249600000.0,4362200000.0,4529000000.0,4993700000.0,5709100000.0,-433500000.0,-441700000.0,-2653700000.0,-110400000.0,4.16,4.03,4.73,4.62,3880700000.0,4889800000.0,8119800000.0,8168800000.0,482100000.0,462500000.0,547500000.0,539100000.0,USD,14300,True,,['broadridge'],['Broadridge'],9,0
ALIGN TECHNOLOGY,465,333,726,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",219,182,309,23165,1997,2001,"Align Technology, Inc.",1346169000.0,3233865000.0,3622714000.0,3601358000.0,1346169000.0,3233865000.0,3622714000.0,3601358000.0,1154533000.0,1595818000.0,2319396000.0,2346589000.0,2406796000.0,2471941000.0,3952584000.0,3734635000.0,-350444000.0,-231506000.0,-563430000.0,-213316000.0,5.57,22.55,9.78,4.62,2500702000.0,4829683000.0,5942110000.0,5947947000.0,442776000.0,1775888000.0,772020000.0,361573000.0,USD,23165,,,,,,
MONOLITHIC POWER SYSTEMS,1013,944,1884,"['Technology', 'Electronics', 'Semiconductors']",429,424,655,2773,1997,2004,"Monolithic Power Systems, Inc.",773491000.0,966587000.0,1243985000.0,1668602000.0,773491000.0,966587000.0,1243985000.0,1668602000.0,182884000.0,241904000.0,341840000.0,390283000.0,627921000.0,844452000.0,1207798000.0,1794148000.0,-167112000.0,-39177000.0,-378886000.0,-12510000.0,2.52,3.67,5.28,,956375000.0,1208491000.0,1585825000.0,2058885000.0,108839000.0,164375000.0,242023000.0,437672000.0,USD,3247,,,,,,
MAXIM INTEGRATED PRODUCTS,1001,780,941,"['Technology', 'Electronics', 'Semiconductors', 'Technology Hardware and Instruments', 'Automobile Parts']",423,328,373,7100,1983,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. P. CAREY,1346,1420,1142,"['Real Estate', 'Consumer Services', 'Investments', 'Property Investments']",531,539,446,193,1961,,W. P. Carey Inc.,6948173000.0,6878369000.0,7583451000.0,9008644000.0,12995872000.0,13572711000.0,14373401000.0,16871394000.0,7112745000.0,7829267000.0,7897179000.0,9093391000.0,1232766000.0,1209319000.0,1331524000.0,1479086000.0,-522773000.0,-539932000.0,-1566727000.0,-1052531000.0,1.78,2.61,2.25,3.0,14060918000.0,14707636000.0,15480630000.0,18102035000.0,305243000.0,455359000.0,409988000.0,599139000.0,USD,193,,,,,,
TARGA RESOURCES,1542,1943,1591,"['Energy', 'Oil and Gas', 'Utilities', 'Gas Utilities']",601,848,574,2850,2005,2010,Targa Resources Corp.,8721700000.0,6204600000.0,5928400000.0,4982200000.0,12614000000.0,10323700000.0,9182200000.0,13174800000.0,10093400000.0,9671100000.0,9279800000.0,14577800000.0,8671100000.0,8260300000.0,16949800000.0,20929800000.0,-3071900000.0,-738100000.0,-473200000.0,-4149700000.0,-1.44,-7.26,-0.07,,18815100000.0,15875700000.0,15208200000.0,19560000000.0,-209200000.0,-1553900000.0,71200000.0,1195500000.0,USD,2850,,,,,,
PINTEREST,989,592,1452,"['Communication Services', 'Internet or Mobile App Based Business', 'Social Media']",417,193,530,3987,2009,2019,"Pinterest, Inc.",2023705000.0,2242371000.0,3038743000.0,3281654000.0,2023705000.0,2242371000.0,3038743000.0,3281654000.0,369612000.0,367088000.0,498495000.0,581076000.0,1142761000.0,1692658000.0,2578027000.0,2802574000.0,-586501000.0,-47623000.0,-25858000.0,-128245000.0,-3.24,-0.22,0.49,-0.14,2393317000.0,2609459000.0,3537238000.0,3862730000.0,-1361371000.0,-128323000.0,316438000.0,-96047000.0,USD,3987,,,,,,
